"city_name","title","address","latitude","longitude","comment"
Nantes,Basilic & Co Nantes (Strasbourg),"16 Rue de Strasbourg, 44000 Nantes, France",47.21626,-1.5512857,
Nantes,Carrefour City,"16 Bis Mail Pablo Picasso, 44000 Nantes, France",47.21594,-1.5354701,
Nantes,Carrefour City,"3 Rue Cassini, 44000 Nantes, France",47.214985,-1.5651686,
Nantes,Carrefour City,"6-8, 10 Avenue Carnot, 44000 Nantes, France",47.21405,-1.5456009,
Nantes,Biocoop Nantes Cité des congrès,"18-20 Rue de Mayence, 44000 Nantes, France",47.211266,-1.5453084,
Nantes,BIOCOOP NANTES PLACE BRETAGNE,"14 Rue de Budapest, 44000 Nantes, France",47.21671,-1.5595247,
Nantes,NATURALIA,"23 Allée d'Orléans, 44000 Nantes, France",47.21728,-1.5574738,
Nantes,SPEED BURGER NANTES,"182 Rue Paul Bellamy, 44000 Nantes, France",47.230976,-1.5637835,
Nantes,Pizza Hut Express,"Boulevard Général de Gaulle, 44272 Nantes, France",47.205257,-1.5365577,
Nantes,Big Fernand,"5/7 Rue des Halles, 44000 Nantes, France",47.21558,-1.55529,
Nantes,La Grande Muraille,"18 Rue des Petites Écuries, 44000 Nantes, France",47.21538,-1.5523349,
Nantes,Basilic & Co Nantes (Clisson),"110 Route de Clisson, 44200 Nantes, France",47.189674,-1.5191145,
Nantes,Basilic & Co Nantes (Schuman),"1 Boulevard Robert Schuman, 44300 Nantes, France",47.233387,-1.5661544,
Nantes,Pizza Hut,"64 Quai de la Fosse, 44000 Nantes, France",47.209763,-1.5654352,
Nantes,Big Fernand,"8 Rue Jean Jacques Rousseau, 44000 Nantes, France",47.2126,-1.5604945,
Marseille,NATURALIA,"75 Rue de la République, 13002 Marseille, France",43.30182,5.3692894,
Marseille,KFC Marseille Plombières,"114 Boulevard de Plombières, 13014 Marseille, France",43.317284,5.3823814,
Marseille,Bio c' Bon Marseille Blancarde,"17 Boulevard de la Blancarde, 13004 Marseille, France",43.302826,5.397892,
Marseille,NATURALIA,"46 Avenue du Prado, 13006 Marseille, France",43.28342,5.384647,
Marseille,THE GOOD grocery,"103 Boulevard Notre Dame, 13006 Marseille, France",43.285206,5.3747325,
Marseille,Lidl,"69-71 Rue Sainte, 13001 Marseille, France",43.29171,5.3723464,
Marseille,Biocoop Endoume,"21 Rue Sauveur Tobelem, 13007 Marseille, France",43.28822,5.364442,
Marseille,Bio c' Bon Marseille cours Julien,"85 Cours Julien, 13006 Marseille, France",43.292683,5.3840785,
Marseille,Bio c' Bon Marseille Breteuil,"43 Rue Breteuil, 13006 Marseille, France",43.290646,5.375749,
Marseille,Snack le 444,"444 Boulevard National, 13003 Marseille, France",43.314724,5.3708334,
