city_name,title,address,latitude,longitude,comment
Lille,Jardin d'Ostrevant,"111 Rue Henri Bocquet, 59111 Bouchain, France",50.281654,3.3201418,
Lille,L'Oriental,"75 Avenue du Maréchal de Lattre de Tassigny, 59350 Saint-André-lez-Lille, France",50.657745,3.0401561,"Kebab, tacos, panini, couscous .... Ouvert du lundi au samedi 11:30-14:00 et 18:00-23:00 et dimanche de 18:00-23:00. 
Commandes en livraison sur un rayon de 4km et à emporter. 0320066965. "
Lille,Fruits de la Terre,"65 Rue du Général Leclerc, 59120 Loos, France",50.610992,3.01971,"Les horaires :
dimanche - 09:30–13:00
lundi - Fermé
mardi- 10:00–12:30 / 15:30–19:30
mercredi - 10:00–12:30 / 15:30–19:30
jeudi - 15:30–19:30
vendredi	- 10:00–12:30 / 15:30–19:30
samedi - 09:00–13:00 / 15:30–19:30

Numéro de téléphone : 03 62 26 34 14

Vous pouvez également commander sur notre site www.fruitsdelaterre.com et bénéficier d'une livraison gratuite dans un rayon de 20 km autour de Lille/Lomme.

Nous permettons à notre clientèle située à Loos, de consommer en toute confiance des fruits et légumes extra frais issus de l'agriculture biologique ou raisonnée, dont la qualité vous donnera envie d'y revenir. De plus, nous developpons une large gamme de produits vrac, pour le plus grands plaisir de nos clients. La boutique à Loos, vous offre également une large gamme de produits d'épicerie, de vins, de fromages ainsi que des produits originaux pour épater vos convives ! Pour nos clients partout en France, nous livrons à domicile nos produits les plus originaux (mini-légumes, micro-végétaux, fleurs comestibles, algues bio...) via notre boutique en ligne, avec l'assurance de leur fraîcheur tout au long du trajet."
Lille,Pacte le drive pieton des produits locaux,"46 Rue Basse, 59800 Lille, France",50.638786,3.060216,
Lille,Maître Georges,"118 Rue Ferdinand de Lesseps, 59130 Lambersart, France",50.66016,3.0131345,Livraison à domicile gratuite de toutes vos boissons sur la périphérie Lambersartoise et Lilloise
Lille,On Part En Vrac,"2a Chemin de l'Ange Gardien, 59890 Quesnoy-sur-Deûle, France",50.713116,2.9971616,Livraisons à domicile gratuites sur la métropole pour les commandes de plus de 50€ sur http://www.onpartenvrac-drive.com
Lille,Al Ritrovo,"43 Rue Sadi Carnot, 59320 Haubourdin, France",50.611526,2.985866,
Lille,Al Fornello,"114 Avenue Saint-Maur, 59110 La Madeleine, France",50.652134,3.0810301,"Ouvert de 10h à 13h30 et de 18h à 20h30 
Ferme le dimanche et lundi "
Lille,TWO D,"village des voiles, 59520 Marquette-lez-Lille, France",50.68055,3.0623186,"11h à 13h30. 
Au 09 62 51 03 48 ou sur le site www.bistrot-two-d.com"
Lille,Carrefour City Arts Lille,"1-7 Rue des Arts, 59000 Lille, France",50.637753,3.066941,
Lille,O Ch'ti B LE COMPTOIR DES GASTRONOMES,"98 Rue Saint-André, 59800 Lille, France",50.645466,3.056555,"Dès mardi midi, retrouvez nos 🍕, ainsi qu’une carte spéciale, nos fameux burgers, nos fabuleuses lasagnes aux 2 viandes, notre cochon de 9 h... etc
À vous de choisir entre la livraison à domicile via nos partenaires: @ubereats_fr ou @deliveroo_fr ou la vente à venir chercher directement au restaurant
Sachez que nous respecterons scrupuleusement les consignes de sécurité face au virus. La santé avant tout.
Nous vous demanderons donc de respecter les distances recommandées par les autorités. Pour une meilleure prise en charge et fluidité appelez le ☎️0612812786 ou 0320512502 afin de passer votre commande et éviter l’attente."
Lille,Biola'Pizza,"8 Place Roger Salengro, 59960 Neuville-en-Ferrain, France",50.750366,3.1520216,"Vente à emporter, appeler au  03 59 54 60 87 pour connaître les stocks."
Lille,A La Brasserie,"41 Rue d'Esquermes, 59000 Lille, France",50.623596,3.0429397,Le restaurant propose de la vente à emporter. Appeler au 03 20 08 23 66 avant pour connaître les stocks.
Lille,Bio'Appetit !,"6 Place Déliot, 59000 Lille, France",50.619987,3.068268,"Commandes à emporter en respectant toutes les mesures de sécurité.

Commandes à passer par téléphone au 03 20 09 68 91."
Lille,La Fossetta Lesquin,"100 Rue du Pic au Vent, 59810 Lesquin, France",50.582314,3.110818,"La Fossetta Lesquin vous propose des plats à emporter, le midi uniquement de 11h30 à 14h00, dans le CRT 1-2-3-4, Ennevelin, Avelin et Pont-à-Marcq.

📞 Commande uniquement par téléphone au 0320110435 ou par mail commande@fossetta.fr
Merci de préciser dans vos commandes mails, l'horaire de livraison, votre numéro de portable ainsi que l'adresse de votre société.

🧑‍🍳 Découvrez notre carte spéciale :

- Pâtes :
Spaghetti à l’arrabiata : 12€
Rigatoni bolognaise : 13€
Rigatoni Carbonara : 13€

Pâtes du jour :

Rigatoni Verselli 13€
Sauce crémée, bœuf haché, ail, crème de truffe, roquette

Spaghetti Tomates semi-séchées et jambons aux herbes : 13€
Sauce crémée, ail, tomate semi-séchées, roquette, jambon aux herbes

- Salades composées
https://lafossetta.fr/specialites/

- Pizzas
https://lafossetta.fr/pizzas/

- Desserts
Tiramisu 6€

- Boissons
San Pellegrino 50cl 2.5€
Coca 33 cl 3€
Minute Maid Orange 33cl 3€
Ice Tea 25cl 3€
Sprite 3€
Fanta 33cl 3€
Goudale Blonde 50cl 6€

‼ Nous vous livrons pour une commande minimum de 6 plats. Pour toutes les autres commandes, notre restaurant de Lesquin vous accueille dans les meilleures conditions pour le retrait.

Pour une question de logistique, en cas de commande groupée, nous n'acceptons qu'un seul moyen de paiement (tickets restaurant, chèque, CB)"
Lille,Autour de Vous Lille,"81 Rue d'Angleterre, 59800 Lille, France",50.640106,3.058205,"""Nous serons sur place demain de 11h30 à 18h et nous verrons en fonction du stock vendu ce qui se passera les jours suivants... 
le téléphone du resto est le 0328077371 si les gens veulent savoir ce que nous proposons. 
Nous accepterons uniquement les paiement par carte bancaire! """
Lille,DREAM DINER,"248 Rue des Postes, 59000 Lille, France",50.619545,3.050772,Horaires et cartes habituels. À emporter ou en livraison.
Lille,Mon Petit Thaï,"228 Rue Léon Gambetta, 59000 Lille, France",50.62878,3.0524569,"""Contactez-nous au 03.20.31.54.74 pour toute commande à emporter ou via notre plate-forme Deliveroo pour toute commande en livraison. N'hésitez pas à cocher la livraison sans contact pour une sécurité maximum."""
Lille,A La Maison,"147 Rue Pierre Mauroy, 59800 Lille, France",50.633427,3.0681977,Le restaurant propose la vente à emporter ou en livraison.
Lille,Chez Brigitte,"13 Rue des Bouchers, 59000 Lille, France",50.638382,3.0585268,"Des plats sont proposés à emporter. 

Pour avoir plus d'infos sur les plats, vous pouvez appeler au 09 83 80 89 61."
Lille,Ke Tacos,"72 ter Avenue du Peuple Belge, 59800 Lille, France",50.64457,3.0623972,"Vente essentiellement de tacos 1,2 ou 3 viandes, hamburger
Paiement espèce + Tr + cb en sans contact"
Lille,Pizza Gourmet,"169 Rue du Général de Gaulle, 59110 La Madeleine, France",50.655365,3.073421,Carte habituelle uniquement à emporter.
Lille,IT Italian Trattoria,"65-67 Rue de Béthune, 59800 Lille, France",50.633312,3.063156,Le restaurant propose la vente à emporter ou en livraison.
Lille,Taobento - Lille,"8 Place de la Gare, 59800 Lille, France",50.636333,3.0689821,"Carte habituelle à emporter ou en livraison.
De préférence, commander la commande sur le site internet."
Lille,Croque-François,"13 Rue de l'Hôpital Militaire, 59800 Lille, France",50.633167,3.0621407,"Carte habituelle à emporter. Paiement par carte de préférence.
Midi et soir à partir de Mardi.
"
Lille,Viva Italian Pizza,"107 Rue Sadi Carnot, 59350 Saint-André-lez-Lille, France",50.661484,3.0554953,"Viva Italian Pizza

Commandes à emporter / À commander par téléphone avant : 03 20 31 70 77"
Lille,Los 3 compadres,"80 Rue Brûle Maison, 59000 Lille, France",50.625908,3.0611396,Toute la carte à emporter sauf molcajete. Prix identiques.
Lille,Le Comptoir Volant,"22 Place des Patiniers, 59000 Lille, France",50.63981,3.0645936,Vente à emporter avec paiement sans contact de préférence.
Lille,SPOK - Lille,"15 Rue Saint-Jacques, 59000 Lille, France",50.64057,3.065641,"Vente à emporter et livraison.

""Sur la grande table en bois de la salle épurée ou à emporter, des sandwiches, soupes et petits plats créatifs."""
Lille,BiBoViNo Vieux-Lille,"14-16 Rue de Pétérinck, 59800 Lille, France",50.641064,3.061567,"""On propose des vins de petits vignerons à emporter en cubi ! Cela se garde deux mois après ouverture. Idéal pour la consommation quotidienne :)
40 références dispos.
Horaires : mardi au samedi : 11h-18h, dimanche 10h30-14h30"""
Lille,L'Arrière Pays,"47 Rue Basse, 59000 Lille, France",50.63873,3.0611904,"Vente à emporter sur la carte du restaurant.

""Vaut mieux appeler avant pour commander, on sait pas trop ce qui sera dispo à la carte. 0320138007"""
Lille,Daddy Crêpes,"32 Place de la Gare, 59800 Lille, France",50.636024,3.069528,"Bar à Crêpes vente à emporter entre 11h et 15h. 

La carte est disponible sur ce lien 🙂 https://daddycrepes.fr/creperie-lille/creperie-lille-carte/"
Lille,Sam'Régal,"36 Rue Saint-Sébastien, 59800 Lille, France",50.64676,3.0576108,"Carte habituelle uniquement à emporter.

Ouvert midi et soir sauf le lundi."
Lille,DINA LILLE Wazemmes,"19 Place Nouvelle Aventure, 59000 Lille, France",50.626637,3.049996,"Restaurant de pâtes fraiches.

Uniquement à emporter."
Lille,Bierbuik- Bloemeke,"19 Rue Royale, 59000 Lille, France",50.63941,3.058262,Tous les snacks et toutes les bières sont à emporter. 
Lille,SAM & LIE,"368 Avenue du Maréchal de Lattre de Tassigny, 59350 Saint-André-lez-Lille, France",50.66625,3.030087,Vente à emporter habituelle.
Lille,Pokawa Lille,"5 Rue Nationale, 59800 Lille, France",50.63691,3.0627892,Commandes à emporter ou en livraison.
Lille,Sushi Shop,"4-6 Place Louise de Bettignies, 59000 Lille, France",50.640457,3.064681,Vente en livraison et à emporter. Les commandes doivent être réglées avant la récupération.
Lille,Sushi Shop Lille Centre,"15 Place de Béthune, 59800 Lille, France",50.632664,3.062658,Vente en livraison et à emporter. Les commandes doivent être réglées avant la récupération.
Lille,Fast Pizza,"246 Rue du Faubourg d'Arras, 59000 Lille, France",50.607307,3.0589113,"Carte habituelle à emporter.

www.fast-pizza-lille.fr"
Lille,Gusto Mio,"15 Pl. Jacquard, 59000 Lille, France",50.631504,3.0644886,Carte habituelle à emporter ou en livraison sur Deliveroo.
Lille,Halles Modernes - Vieux Lille,"6 Rue de la Barre, 59000 Lille, France",50.639023,3.0584428,"Les halles restent ouvertes, mais information importante :

Livraison gratuite à domicile à partir de 19,90€ d'achat jusqu'à nouvel ordre pour aider les personnes qui doivent rester à la maison."
Lille,Pixies Bar & Burger,"33 Rue Ernest Deconynck, 59800 Lille, France",50.630604,3.056553,"Le pixies sera ouvert 7j/7 en livraison et à emporter. 

Lundi mardi mercredi jeudi 11h30 / 14h30 - 18h3 /23h30
Vendredi 11h30 / 14h30 - 18h30 / 00h30
Samedi 12h / 00h30
Dimanche 12h / 23h"
Lille,Quai Des Bananas,"84 Rue Royale, 59800 Lille, France",50.641937,3.056636,"À emporter : cocktails, bières, tapas, saucisson, planche tartinable (et même barman à domicile)."
Lille,Shake'N Out Burger,"4 Rue des Manneliers, 59800 Lille, France",50.636654,3.064476,Carte habituelle à emporter ou en livraison sur les différentes plateformes.
Lille,PANCOOK Lille,"125 Rue Colbert, 59000 Lille, France",50.631775,3.0436232,"""Pancook ouvert en carte réduite du lundi au vendredi midi de 11h30 à 14h et du mercredi pour samedi soir de 19h à 21h30.

Nous proposons également un service de livraison pour toutes adresses à 10 minutes du Pancook afin de garantir la fraîcheur des plats.

Pour votre choix :
→ les trois 3 Pancook,
→ le trio de Pancook
→ le potjevleesch
→ les croquettes de crevettes
→ la salade du moment.

Vous pouvez également passer vos commandes par avance sur le site du Pancook (https://pancook.fr/reservez-votre-table/) ou par téléphone au +33 7 82 42 24 84‬"""
