city_name,title,address,latitude,longitude,comment
Bressuire,Les Caves de la Vallee Bressuire,"Rue des Coteaux, 79300 Bressuire, France",46.8482,-0.4992072,"Mardi, Vendredi et Samedi de 9h30 a 12h30"
Bressuire,Boulangerie Marie Blachère,"Espace Commercial Pont D’Ouit, 14 Rue du Pont d'Ouit, 79300 Bressuire, France",46.85033,-0.4953355, ouverte du mardi au samedi de 10h-12h30 14h30-19h
Bressuire,Bureau Vallée Bressuire - papeterie et photocopie,"64 Boulevard de Poitiers, 79300 Bressuire, France",46.83884,-0.484082,"Du lundi au vendredi 
9h à 12h et de 14h à 17h"
Bressuire,CALIPAGE PAPETERIE LE FRENEAU,"12 Rue de la Vergne, 79300 Bressuire, France",46.839184,-0.491277,"Du mardi au vendredi 9h30 – 12h
 14h30 – 16h
Samedi 9h30 - 12h"
Bressuire,le coin du vapoteur Cigarettes Electronique,"28 Rue Gambetta, 79300 Bressuire, France",46.840458,-0.492276,"Du mardi au samedi 10h – 12h
 14h – 17h30"
Bressuire,Mon Brico,"Boulevard de l'Europe, 79300 Bressuire, France",46.83287,-0.4817578,"Du lundi au vendredi 9h – 12h15
 14h – 18h30
Samedi 9h – 12h15
 14h – 18h15"
Bressuire,Le Gambetta,"4 Rue Gambetta, 79300 Bressuire, France",46.84131,-0.4921826,Du lundi au samedi 8h - 13h
Bressuire,Le Saint Jacques,"2 Place Emile Zola, 79300 Bressuire, France",46.838028,-0.4938209,"Du lundi au vendredi 6h15 – 12
 14h-17h
Samedi 7h – 12h
 14h - 16h"
Bressuire,Le Chene Vert,"14 Place Labate, 79300 Bressuire, France",46.84406,-0.4899857,"Du lundi au samedi 6h – 20h
Dimanche 6h – 13h
Restauration à emporter le midi"
Bressuire,Landreau Fabienne,"18 Rue de l'Abbé Cornuault, 79300 Bressuire, France",46.868515,-0.3891251,"Du mardi au vendredi  8h45 – 13h
 16h – 18h30
Samedi 8h45 – 13h
Dimanche 9h - 12h15"
Bressuire,U Express,"3 Rue de la Vergne, 79300 Bressuire, France",46.839687,-0.4915333,"Du lundi au samedi 9h – 18h30
Dimanche 9h – 12h30"
Bressuire,La Mie Câline,"1 Rue Gambetta, 79300 Bressuire, France",46.84157,-0.491928,
Bressuire,SARL DAFLO,"8 Allée du Chanoine Chollet, 79300 Bressuire, France",46.804775,-0.5096495,"Ouverte 1 jour sur 2 soit lundi/mercredi/vendredi et dimanche 6h30 - 13h
Distributeur de baguettes de Clazay : 7 jours/7"
Bressuire,Biocoop Bressuire,"2 Allée Nicolas Copernic, 79300 Bressuire, France",46.842632,-0.5113306,lundi au samedi de 9h à 18h30 sans interruption
Bressuire,L'Océan (Sarl) poissonnerie de l 'OCEAN,"4 Rue Ernest Perochon, 79300 Bressuire, France",46.839256,-0.492728,
Bressuire,La Cuisine de Benoit,"23 Rue de la Huchette, 79300 Bressuire, France",46.839344,-0.4927628,Du mardi au samedi 8h - 14h
Bressuire,Plaisirs Fermiers Bressuire,"12 Boulevard Youri Gagarine, 79300 Bressuire, France",46.845196,-0.505763,"Du mardi au samedi 9h30 – 12h30
 14h – 16h30
Possibilité de commandes par mail : fermiersdubocage@orange.fr 
ou par téléphone au 05 49 72 15 57 (retrait en magasin)"
Bressuire,Pharmacie de Terves Aranda-Guedon,"30 Boulevard Notre Dame, 79300 Bressuire, France",46.803467,-0.5102519,"Du lundi au vendredi 9h - 12h15
14h - 15h
Samedi 9h - 12h15"
Bressuire,Pharmacie Du Progrès,"1 Rue Ernest Perochon, 79300 Bressuire, France",46.839226,-0.492968,"Du lundi au vendredi 9h – 20h
Samedi 9h - 19h"
Bressuire,Pharmacie Notre Dame,"12 Place Notre Dame, 79300 Bressuire, France",46.84148,-0.492205,"Du lundi au vendredi 9h – 12h30
 14h – 19h15
Samedi 9h – 12h30"
Bressuire,Pharmacie OYONO,"17 Rue Gambetta, 79300 Bressuire, France",46.841156,-0.4919255,"Du lundi au vendredi 9h – 12h30
 14h – 19h30
Samedi 9h – 12h30
 14h – 19h"
Bressuire,Pharmacie Saint-Jacques,"17 Place Emile Zola, 79300 Bressuire, France",46.837765,-0.4935505,"Du lundi au vendredi 9h – 12h30
 14h – 19h
Samedi 9h – 12h30
 14h – 18h30"
Bressuire,la bocagine,"1 Rue de la Cave, 79300 Bressuire, France",46.84342,-0.4900996,"Du mardi au samedi 8h30 – 12h45
 15h – 18h"
Bressuire,Boucherie d'ponpon,"38 Rue Gambetta, 79300 Bressuire, France",46.840218,-0.4923885,"Du mardi au samedi 8h30 – 12h30
Livraison possible le matin sur le Bressuirais"
